설치년도,시도,군구,주소,충전소명,시설구분(대),시설구분(소),기종(대),기종(소),운영기관(대),운영기관(소),급속충전량,충전기타입,이용자제한,위도경도
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동역길 13,강릉시 저탄장주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.691600274,129.03239324"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동역길 13,강릉시 저탄장주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.691600274,129.03239324"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동역길 13,강릉시 저탄장주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.691600274,129.03239324"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동역길 13,강릉시 저탄장주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.691600274,129.03239324"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동역길 13,강릉시 저탄장주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.691600274,129.03239324"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동역길 13,강릉시 저탄장주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.691600274,129.03239324"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동역길 13,강릉시 저탄장주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.691600274,129.03239324"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동역길 13,강릉시 저탄장주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.691600274,129.03239324"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동역길 13,강릉시 저탄장주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.691600274,129.03239324"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동역길 13,강릉시 저탄장주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.691600274,129.03239324"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동역길 13,강릉시 저탄장주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.691600274,129.03239324"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동역길 13,강릉시 저탄장주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.691600274,129.03239324"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동역길 13,강릉시 저탄장주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.691600274,129.03239324"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동역길 13,강릉시 저탄장주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.691600274,129.03239324"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동역길 13,강릉시 저탄장주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.691600274,129.03239324"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동역길 13,강릉시 저탄장주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.691600274,129.03239324"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동역길 13,강릉시 저탄장주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.691600274,129.03239324"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동역길 13,강릉시 저탄장주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.691600274,129.03239324"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동역길 13,강릉시 저탄장주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.691600274,129.03239324"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동역길 13,강릉시 저탄장주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.691600274,129.03239324"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 주문진읍 해안로 1595,강릉시 도깨비쉼터주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.878564487,128.83449226"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 주문진읍 해안로 1595,강릉시 도깨비쉼터주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.878564487,128.83449226"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 주문진읍 해안로 1595,강릉시 도깨비쉼터주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.878564487,128.83449226"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 수리골길 76,강릉시 국민체육센터주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.7770562,128.8969607"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 수리골길 76,강릉시 국민체육센터주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.7770562,128.8969607"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 수리골길 76,강릉시 국민체육센터주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.7770562,128.8969607"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 수리골길 76,강릉시 국민체육센터주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.7770562,128.8969607"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 수리골길 76,강릉시 국민체육센터주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.7770562,128.8969607"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 수리골길 76,강릉시 국민체육센터주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.7770562,128.8969607"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 운정길 17,강릉시 카페파나마,상업시설,카페,완속,AC완속,타기관(보조금),GS차지비,,AC완속,이용가능,"37.784167037,128.88017644"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 사천면 방동길 36,강릉시 강릉아산병원,근린생활시설,병원,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.817477563,128.86004288"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 사천면 방동길 36,강릉시 강릉아산병원,근린생활시설,병원,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.817477563,128.86004288"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 사천면 방동길 36,강릉시 강릉아산병원,근린생활시설,병원,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.817477563,128.86004288"
2024,강원특별자치도,강릉시,강원특별자치도 강릉시 사천면 방동길 36,강릉시 강릉아산병원,근린생활시설,병원,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.817477563,128.86004288"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강릉대로 454,강릉시 강릉시평생학습관,공공시설,지자체시설,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.773309777,128.91326678"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강릉대로 454,강릉시 강릉시평생학습관,공공시설,지자체시설,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.773309777,128.91326678"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강릉대로 454,강릉시 강릉시평생학습관,공공시설,지자체시설,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.773309777,128.91326678"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강릉대로 454,강릉시 강릉시평생학습관,공공시설,지자체시설,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.773309777,128.91326678"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 임영로155번길 6,강릉시 서부시장주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.755093892,128.89084226"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 임영로155번길 6,강릉시 서부시장주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.755093892,128.89084226"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 임영로155번길 6,강릉시 서부시장주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.755093892,128.89084226"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동역길 64-3,강릉시 정동진역공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.689345370,129.03495354"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동역길 64-3,강릉시 정동진역공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.689345370,129.03495354"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동역길 64-3,강릉시 정동진역공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.689345370,129.03495354"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동역길 64-3,강릉시 정동진역공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.689345370,129.03495354"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동역길 64-3,강릉시 정동진역공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.689345370,129.03495354"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동역길 64-3,강릉시 정동진역공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.689345370,129.03495354"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동역길 64-3,강릉시 정동진역공영주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.689345370,129.03495354"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동역길 64-3,강릉시 정동진역공영주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.689345370,129.03495354"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 율곡로 2876,강릉시 강릉역공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.761442561,128.89609535"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 율곡로 2876,강릉시 강릉역공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.761442561,128.89609535"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 율곡로 2876,강릉시 강릉역공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.761442561,128.89609535"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 율곡로 2876,강릉시 강릉역공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.761442561,128.89609535"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 율곡로 2876,강릉시 강릉역공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.761442561,128.89609535"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 율곡로 2876,강릉시 강릉역공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.761442561,128.89609535"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 율곡로 2876,강릉시 강릉역공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.761442561,128.89609535"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 율곡로 2876,강릉시 강릉역공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.761442561,128.89609535"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 율곡로 2876,강릉시 강릉역공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.761442561,128.89609535"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 율곡로 2876,강릉시 강릉역공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.761442561,128.89609535"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 율곡로 2876,강릉시 강릉역공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.761442561,128.89609535"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 율곡로 2876,강릉시 강릉역공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.761442561,128.89609535"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 율곡로 2876,강릉시 강릉역공영주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.761442561,128.89609535"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 율곡로 2876,강릉시 강릉역공영주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.761442561,128.89609535"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강변로 116,강릉시 내곡동현대APT앞둔치주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.744987150,128.88165830"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강변로 116,강릉시 내곡동현대APT앞둔치주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.744987150,128.88165830"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강변로 116,강릉시 내곡동현대APT앞둔치주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.744987150,128.88165830"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강릉대로 79,강릉시 강릉관광개발공사옆주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.753900489,128.87992476"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강릉대로 79,강릉시 강릉관광개발공사옆주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.753900489,128.87992476"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강릉대로 79,강릉시 강릉관광개발공사옆주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.753900489,128.87992476"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강릉대로 79,강릉시 강릉관광개발공사옆주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.753900489,128.87992476"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강릉대로 79,강릉시 강릉관광개발공사옆주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.753900489,128.87992476"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강릉대로 79,강릉시 강릉관광개발공사옆주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.753900489,128.87992476"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강릉대로 79,강릉시 강릉관광개발공사옆주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.753900489,128.87992476"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강릉대로 79,강릉시 강릉관광개발공사옆주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.753900489,128.87992476"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 주문진읍 신리제방2길 40,강릉시 주문진항관광지공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.883599277,128.82987260"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 주문진읍 신리제방2길 40,강릉시 주문진항관광지공영주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.883599277,128.82987260"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 주문진읍 신리제방2길 40,강릉시 주문진항관광지공영주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.883599277,128.82987260"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 주문진읍 신리천로 19,강릉시 신리천둔치주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.885368639,128.82846778"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 주문진읍 신리천로 19,강릉시 신리천둔치주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.885368639,128.82846778"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 주문진읍 신리천로 19,강릉시 신리천둔치주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.885368639,128.82846778"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 주문진읍 신리천로 19,강릉시 신리천둔치주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.885368639,128.82846778"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 주문진읍 신리천로 19,강릉시 신리천둔치주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.885368639,128.82846778"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 주문진읍 신리천로 19,강릉시 신리천둔치주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.885368639,128.82846778"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 주문진읍 신리천로 19,강릉시 신리천둔치주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.885368639,128.82846778"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 주문진읍 주문북로 210,강릉시 주문진해수욕장주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.910131525,128.81767608"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 주문진읍 주문북로 210,강릉시 주문진해수욕장주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.910131525,128.81767608"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 주문진읍 주문북로 210,강릉시 주문진해수욕장주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.910131525,128.81767608"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 주문진읍 주문북로 210,강릉시 주문진해수욕장주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.910131525,128.81767608"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 주문진읍 주문북로 210,강릉시 주문진해수욕장주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.910131525,128.81767608"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 주문진읍 주문북로 210,강릉시 주문진해수욕장주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.910131525,128.81767608"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 주문진읍 주문북로 210,강릉시 주문진해수욕장주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.910131525,128.81767608"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 주문진읍 주문북로 210,강릉시 주문진해수욕장주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.910131525,128.81767608"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 주문진읍 주문북로 210,강릉시 주문진해수욕장주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.910131525,128.81767608"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 주문진읍 주문북로 210,강릉시 주문진해수욕장주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.910131525,128.81767608"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 창해로14번길 51-4,강릉시 강릉항공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.771126817,128.95035926"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 창해로14번길 51-4,강릉시 강릉항공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.771126817,128.95035926"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 창해로14번길 51-4,강릉시 강릉항공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.771126817,128.95035926"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 창해로14번길 51-4,강릉시 강릉항공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.771126817,128.95035926"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 창해로14번길 51-4,강릉시 강릉항공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.771126817,128.95035926"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 창해로14번길 51-4,강릉시 강릉항공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.771126817,128.95035926"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 창해로14번길 51-4,강릉시 강릉항공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.771126817,128.95035926"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 창해로14번길 51-4,강릉시 강릉항공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.771126817,128.95035926"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 창해로14번길 51-4,강릉시 강릉항공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.771126817,128.95035926"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 창해로14번길 51-4,강릉시 강릉항공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.771126817,128.95035926"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 창해로14번길 51-4,강릉시 강릉항공영주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.771126817,128.95035926"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 창해로14번길 51-4,강릉시 강릉항공영주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.771126817,128.95035926"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강릉대로313번길 64,강릉시 강릉경찰서뒤편주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.768756036,128.90539701"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강릉대로313번길 64,강릉시 강릉경찰서뒤편주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.768756036,128.90539701"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강릉대로313번길 64,강릉시 강릉경찰서뒤편주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.768756036,128.90539701"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강릉대로313번길 64,강릉시 강릉경찰서뒤편주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.768756036,128.90539701"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강릉대로313번길 64,강릉시 강릉경찰서뒤편주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.768756036,128.90539701"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강릉대로313번길 64,강릉시 강릉경찰서뒤편주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.768756036,128.90539701"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강릉대로313번길 64,강릉시 강릉경찰서뒤편주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.768756036,128.90539701"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강릉대로313번길 64,강릉시 강릉경찰서뒤편주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.768756036,128.90539701"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 경강로 1952-14,강릉시 홍제동둔치공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.747516472,128.88255384"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 경강로 1952-14,강릉시 홍제동둔치공영주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.747516472,128.88255384"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 경강로 1952-14,강릉시 홍제동둔치공영주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.747516472,128.88255384"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 경강로 1952-14,강릉시 홍제동둔치공영주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.747516472,128.88255384"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 성산면 삼포암길 17,강릉시 어흘리산림관광안내센터앞주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.719091100,128.79590350"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 성산면 삼포암길 17,강릉시 어흘리산림관광안내센터앞주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.719091100,128.79590350"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 성산면 삼포암길 17,강릉시 어흘리산림관광안내센터앞주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.719091100,128.79590350"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 성산면 삼포암길 17,강릉시 어흘리산림관광안내센터앞주차장,주차시설,공영주차장,급속,DC콤보,타기관,GS차지비,,DC콤보,이용가능,"37.719091100,128.79590350"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동등명길 2,강릉시 등명해변주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.702325406,129.01619562"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동등명길 2,강릉시 등명해변주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.702325406,129.01619562"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동등명길 2,강릉시 등명해변주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.702325406,129.01619562"
2023,강원특별자치도,강릉시,강원특별자치도 강릉시 강동면 정동등명길 2,강릉시 등명해변주차장,주차시설,공영주차장,완속,AC완속,타기관,GS차지비,,AC완속,이용가능,"37.702325406,129.01619562"
